해당년도,발매년도,노래제목,가수이름,가수성별,그룹-솔로,작사가,가사
2010,2014,그런 남자,Bro,m,s,Bro,"말하지 않아도 네맘
알아주고 달래주는 그런남자
너무 힘이들어서 지칠때
항상 네 편이 되어주는 그런남자
한번 눈길만 주고갔는데
말없이 원하던 선물을 안겨다 주는
잘생기진 않아도
네가 가끔 기대어 쉴수 있게
넓은 가슴을 가진 남자
그런 남자가 미쳤다고 너를 만나냐
너도 양심이 있을것 아니냐
뭔가 애매한놈들이
자꾸 꼬인다는건
너도 애매하다는 얘기야
훌쩍 떠나고 싶을때
너를 태워 바다로 쏘는 그런 남자
키가 크고 재벌2세는 아니지만
180은 되면서 연봉 6천인 남자
네가 아무리 우스갯소리를 해도
환하게 웃으며 쿨하게 넘기는 남자
내가 만약에 그런
남자가 될수 있다면
한눈에 반해버릴 그런 남자라면
약을 먹었니 미쳤다고 너를 만나냐
나도 인생을 좀 즐겨봐야지
왕자님을 원하신다면
사우디로 가세요
일부다처제인건 함정
네 가슴에 에어백을 달아도
눈밑에다 애벌레를 키워 보아도
숨길수 없는 단하나의 진실
너는 공격적인 얼굴이야
총을 맞았니 미쳤다고 너를 만나냐
너도 양심이 있을것 아니냐
뭔가 애매한놈들이
자꾸 꼬인다는건
네가 운이없는게
기다림이 모자란게
아냐 그냥 넌 별로야"
2010,2012,자니 (Feat. Dynamic Duo),프라이머리,m,s,다이나믹 듀오,"일 끝나서 친구들과 한잔
내일은 노는 토요일이니깐
일 얘기 사는 얘기 재미난 얘기
시간가는 줄 모르는 이 밤
술기운이 올라오니 사내놈들끼린
결국엔 여자 얘기
적적해서 서로의 전화기를 꺼내
번호목록을 뒤져보지
너는 지금 뭐해 자니 밖이야
뜬금없는 문자를 돌려보지 난
어떻게 해볼까란 뜻은 아니야
그냥 심심해서 그래
아니 외로워서 그래
술자리가 끝나가 3차로
이동하기 전인데 문자는
일분 칠분 십분 and 이십분
담배와 애만 태우는 지금
답장 왔어 오빠 나 남친 생겼어
늦었어 좀 일찍 연락하지 그랬어
담에 봐 그냥 담에 낮에 봐
후회할거 알면서 전 여자친구에게
너는 지금 뭐해 자니 밖이야
뜬금없는 문자를 보내보지 난
어떻게 해볼까란 뜻은 아니야
그냥 심심해서 그래
아니 외로워서 그래
아 진짜 술만 들어가면
왜 이렇게 들뜨는지
나도 잘 몰라 난 왜 그녀들을
부르는지 갑자기 허전해
작업을 걸어대지 여기저기 오늘 밤
나 자존심 다 버렸네
전 여친한테 더럽게 달라붙어
봤지만 그녀는 버럭해
너 진짜 철없게 언제까지 이럴래
미안해 갑자기 외로운걸 어떡해
껄떡대 껄떡대 나 여기저기 다
맘껏 들쑤시고 다녀 온 거릴 거릴 다
또 잠들었어 프라이머리가
텐션 떨어진다 동훈아 넌 저리가
이제 해가 나올 시간이 되가니까
눈이 녹듯이 사그라드는 기대감
너무 지치고 피곤해 자고 싶어
이제 나 첫차를 타고 졸며 집에가
창밖에 앉아 밖을 바라보네
나는 꾸벅꾸벅 조는데
사람들은 하루를 시작해
눈부셔 아침해를 보는게
정신은 맑아지지 않는 기분
아직도 바쁜 내 손가락
아직 손은 바쁘게 움직이지
해장국이나 먹고 갈래 오빠랑
너는 지금 뭐해 자니 밖이야
뜬금없는 문자를 보내보지 난
어떻게 해볼까란 뜻은 아니야
그냥 심심해서 그래
아니 외로워서 그래
가지마 제발 심심해서 그래"
2010,2013,My Destiny,린 ,f,s,전창엽,"나 다시 허락한다면
그댈 다시 볼 수 있다면
내 지난 기억 속에서
그 아픔 속에서
그댈 불러
You`re my destiny 그댄
You`re my destiny 그댄
You`re my everything
그대만 보면서
이렇게 소리없이 불러봅니다
You`re the one my love 그댄
You`re the one my love 그댄
You`re my delight of all
그대는 영원한 나의 사랑이죠
내 곁에 다가와 줘요
날 아직 사랑한다면
두 눈에 고인 눈물이
그대를 원하죠
사랑해요
You`re my destiny 그댄
You`re my destiny 그댄
You`re my everything
변하지 않는건
그대를 향한 나의 사랑입니다
You`re the one my love 그댄
You`re the one my love 그댄
You`re my delight of all
세상이 변해도
그대만 사랑하는 나를 아나요
My Destiny
그대를 불러봅니다"
2010,2014,연결고리#힙합,BOBBY ,m,s,BOBBY,"Yeah It’s that remix right here
My name is Bobby
If you didn’t know now
you know Homeboi leggo
Holdu holdu let’s go
너와 나의 연결고리
이건 우리 안의 소리
너와 나의 연결고리
이건 우리 안의 소리
너와 나의 연결고리
이건 우리 안의 소리
너와 나의 연결고리
이건 우리 안의 소리
turn up
너와 나의 연결고리
이건 우리 안의 소리
turn up
너와 나의 연결고리
이건 우리 안의 소리
turn up
너와 나의 연결고리
이건 우리 안의 소리
turn up
너와 나의 연결고리
이건 우리 안의 소리
turn up
매일 밤마다 Hustle
어린 나이 집 떠나서
실력을 계속 벌어
욕심은 끝이 없어
너와 나의 연결 Money
힙합 End of the story
Can't nobody spend it like me
나는 힙합 만수르 woah
활활 타는 박자 속에
객기와 패기란 석유는 만땅
내 차에 올라타자마자 너넨 화상
너네 Money
자랑들은 내 귀에는 빵상
몇몇의 안경이 돼줄게 잘 봐
너 말고 누가 무대 윈지
돈 없고 집 없는 외국인 노동자가
왜 독하고 왜 열심인지
B I ZICO 민호
피오 빼고 다 비켜
너넨 내가 회복시킬 타이틀
Money 를 계속 해서 찢고 있어
빌어먹을 음치 녀석들은
랩하며 계속 훼손을 시켜
만약 안 찔린다면 지금 당장
넌 BOBBY 를 씹어
너와 나의 연결고리
이건 우리 안의 소리
너와 나의 연결고리
이건 우리 안의 소리
너와 나의 연결고리
이건 우리 안의 소리
너와 나의 연결고리
이건 우리 안의 소리
turn up
너와 나의 연결고리
이건 우리 안의 소리
turn up
너와 나의 연결고리
이건 우리 안의 소리
turn up
너와 나의 연결고리
이건 우리 안의 소리
turn up
너와 나의 연결고리
이건 우리 안의 소리
turn up
It ain’t over yet
네 맘대로 씨부려
난 언제나 힙합
언더그라운드 부심 따위
부신 객기와 진상
나 밖에 못하지
아이돌인데 진짜
욕하고 난리 났네
Hater 들의 핍박
따윈 관심도 없어
날 위한 걱정 싹 갖다 버려
그리고 이거나 먹어
I don't giva thing about ur
출생 연도와 이름
기름 가져와 불 붙여
타게 할게 리듬
싹 다 뒤집어
뽀록난 네 실력 내 사이로 기어
빌어먹을 너네들 비명
미래가 없는 네 현실을 견뎌
난 땀으로 웃통을 적셔
돈 버는 내 모습 노려봐
한숨과 질투를 절대 못 넘겨
커져만 가는 내 돈벌이
많은 사람들 앞에서 내 목소리
이렇게 내 꿈을
이뤄가면서 난 벌어둬
떳떳한 rap money
너네들 한참은 멀었어
Boy group 래퍼들
무대에 나와서
시계 춤추고 있네
음치면 연습해
Yo hold up DJ hold up
돈 따위는 필요 없어
어차피 나온 거
실력 보여줬음 됐어
책상 위에 발 올려
아이돌이라는 타이틀
목에 걸고서
떳떳하게 돈 벌어서
엄마 만날 수 있어
지겹도록 돈 때문에
힘들었던 우리 집
내가 지었던 이름처럼
이젠 bob by 지
I started from the bottom
이제 집 지을 차례
떨어져도 상관없어
그냥 Show me the money
Hey DJ kick that thing let’s go
I'm back on the microphone
지금 만큼은 이
Track으로 바꿔줘
모두 볼륨을 더 크게 높여
손을 높이 올려
Say hip hop hey
I'm back on the microphone
지금 만큼은 이
Track으로 바꿔줘
모두 볼륨을 더 크게 높여
손을 높이 올려
Say hip hop hey"
2010,2014,오늘부터 1일 (Day 1),케이윌,m,s,더 네임,"오늘 뭐하니 너 지금 바쁘니
별일 없으면 오늘 나랑 만나줄래
할말이 있어 뭐 별 얘기는 아닌데
나 너를 좋아하나봐
이런 말 나도 처음이야
You're my lady you're my baby
정말 나 장난 아냐
오늘부터 지금부터
내꺼해줄래 baby
못생긴 애들 중에
내가 제일 잘 생긴 것 같대
내가 뭘 어떡하면 너 내 맘 알겠니
너만 생각하면 미치겠어
woo hoo
아주 잘 생기진 않았는데
내가 웃을 땐 조금 괜찮은 것 같아
웬만한 남자보다 내가 더 잘할게
my love
너를 사랑해
두 눈을 감고 하나 둘 셋을 세
두 눈을 뜨고 보이는걸 얘기해봐
잘 안보이니 네 남자가 안보이니
우리 오늘부터 1일
이런 말 나도 처음이야
You're my lady you're my baby
정말 나 장난 아냐
오늘부터 지금부터
내꺼해줄래 baby
못생긴 애들 중에
내가 제일 잘 생긴 것 같대
내가 뭘 어떡하면 너 내 맘 알겠니
너만 생각하면 미치겠어
woo hoo
아주 잘 생기진 않았는데
내가 웃을 땐 조금 괜찮은 것 같아
웬만한 남자보다 내가 더 잘할게
my love
너를 사랑해
내게 와 고민하지 말고
다가와 망설이지 말고
나 조금 부족한 건 알지만
이세상에 누구보다
너를 사랑해 baby
잘 생긴 애들 중엔
착한 남잔 찾을 수가 없대
내가 그 누구보다 착한걸 알잖니
너만 생각하면 미치겠어
woo hoo
사람들이 다들 그러는데
너랑 나랑 둘이 제일 잘 어울린대
그 어떤 남자보다 내가 더 잘할게
my love
너를 사랑해"
2010,2014,미운오리새끼,god ,m,g,이단옆차기,"새벽 한 시 길을 걷는다
저 강가에 오리 한 마리
왜 내 모습 같은지
시린 바람이 부는 강가에
아주 작은 오리 한 마리가
길 잃은 것처럼
어디를 또 도망가듯이
뒤뚱뒤뚱 아무 소리 없이
안녕 작은 오리야
제발 부탁이야
내 앞에서 울진 말아줘
하늘만 보다가
너 있는 연못을 보니까
비틀비틀 넘어질 듯이
날지 못하는 너를 보며
자꾸만 내가 보여서
혼자서 우는 너를 보며
왼쪽가슴이 아려와 자꾸
저 강물에 비친 내 모습 같아서
미운오리새끼 마냥 이렇게 난 혼자
울고 있어
옛날에 미운오리새끼 이야기 듣고
나 엄청 울었었지
겉모습이 다르다는 이유로
언제나 너는 혼자였지
근데 지금 내가 그래
그녀가 이젠 날 떠나간대
나 어떡하라고 날 버려두고
그렇게 잘 가 내 가슴이 아파
미치겠다 살아갈 수가 있을까
미치겠다 내가 살 수나 있을까
이 고인 물에 비친 지금 내 모습
너무 서러워
더 보기 싫어
내가 백조로 변한다 해도 소용없어
집어치워 네가 없으니까
괜찮을 거야 저 해는 다시 뜰 거야
괜찮을 거야 너도 곧 하늘을 날 거야
난 미운 오리 같은지
왜 이리 너와 같은지
아픈 상처 뭐가 이리 너무 깊은지
이별이 아직 서툴러
널 볼 때 마다 서러워
내일이 너무 두려워
그녀가 자꾸 보여서
비틀비틀 넘어질 듯이
날지 못하는 너를 보며
자꾸만 내가 보여서
혼자서 우는 너를 보며
왼쪽 가슴이 아려와 자꾸
저 강물에 비친 내 모습 같아서
미운오리새끼 마냥 이렇게 난 혼자
울고 있어
시간이 지나 다시 너를 만나면
잊지 못하고 그리워하고
나 떠나가지 못해서
그냥 살아가다가
그냥 살아가다가
자꾸만 내가 보여서 널 보면 내가
보여서 보여서 보여서
왼쪽가슴이 아려와 자꾸 너무
아파 와
저 강물에 비친 내 모습 같아서
미운오리새끼 마냥 이렇게 난 혼자
울고 있어"
2010,2014,이제 그만 싸우자,"허각, 정은지","m,f",g,범이,"온종일 전화기만 쳐다보다가
네 문자만 기다리다가
괜한 자존심 때문에
잠도 못 이루는 건지
너 없이도 난 괜찮을 것만 같았고
다 잘 지낼 줄 알았는데
왜 그게 아닌 내 맘은
네 걱정만 하는지
사실은 그 별것도 아닌 이유로
너를 떠나서 후회해
네가 내 곁에 와서 먼저 말해줘
너도 나와 같다면
이 여자는 왜 이 여자는 왜
도대체 잊을 수가 없는 여자인지
떠나간 뒤에도 자꾸만
나를 울리는지
이 남자는 왜 이 남자는
왜 잊질 못해 죽어도 안돼
다시 한번 또다시 한번 말할게
이제 그만 좀 싸우자
이번엔 정말로 다 끝일 거라고
전화번호를 바꿔도
이미 내 습관들도 못난 모습도
너를 닮아버렸어
이 여자는 왜 이 여자는 왜
도대체 잊을 수가 없는 여자인지
떠나간 뒤에도 자꾸만
나를 울리는지
이 남자는 왜 이 남자는
왜 잊질 못해 죽어도 안돼
다시 한번 또다시 한번 말할게
이제 그만 좀 싸우자
Woo 먼저 연락이 오겠지
Woo 먼저 날 찾아오겠지
Woo 사실은 아직도 난 네가
좀 더 필요해 이렇게 oh
도대체 넌 잊을 수가 없는 여자인지
떠나간 뒤에도 자꾸만
나를 울리는지
이 남자는 왜 이 남자는
왜 잊질 못해 죽어도 안돼
다시 한번 또다시 한번 말할게
이제 그만 좀 싸우자"
2010,2014,틈,"소유 (SOYOU), 권순일 (어반자카파), 박용인","m,f",g,민연재,"Boom Clap Boom Boom Boom Clap
Boom Clap Boom Boom Boom Clap
Boom Clap Boom Boom Boom Clap
Boom Clap Boom Boom Boom Clap
Boom Clap Boom Boom Boom Clap
Boom Clap Boom Boom Boom Clap
문자할 땐 재밌고
전화할 땐 설레고
막상 우리 서로 만나면
또 눈치만 보네
무슨 남자가 그래
내가 뭐가 어때서
우리 어떤 사인데
무슨 그런 말을 해
눈치 없이 툭툭 말해도
니가 좋은걸
틈을 보여줘 서두르진마
티좀 내줄래 나도 여잔데
내가 둔한 건지 글쎄 그럼 몰라
꼭꼭 숨지 말고 맘을 열어
love you love you love
Boom Clap Boom Boom Boom Clap
Boom Clap Boom Boom Boom Clap
Boom Clap Boom Boom Boom Clap
내꺼 같았던
니가 정말 내꺼가 되고
알아가면 갈수록
빠져 들 것 같은데
생각보다 훨씬
좋아서 더 좋은 가봐
틈을 보여줘 서두르진마
티좀 내줄래 나도 여잔데
내가 둔한 건지 글쎄 그럼 몰라
꼭꼭 숨지 말고 맘을 열어
love you love you love
오래 밀당하기 지친
더 두근대고 싶은
그 누구보다 깊은
모른 척 해도 다 아는 사인걸
내 맘 같은 니맘
뜸들이다 놓칠지 몰라
틈을 보여줘 내가 들어갈
티좀 내줄래 그걸 왜 몰라
내가 급한 건지 뭐가 모든 게 몰라
꼭꼭 숨지 말고 맘을 열어
love you love you love
사랑한단 말 시작하잔 말
듣고 싶은데 하고 싶은데
내가 급한 건지 뭐가 모든 게 몰라
빙빙 돌지말고 우리 그냥
love you love you love
내꺼 같았던 니가 정말 내꺼가 되고
알아가면 갈수록
빠져 들 것 같은데 음"
2010,2015,뱅뱅뱅 (BANG BANG BANG),BIGBANG,m,g,"TEDDY, G-DRAGON, T.O.P","난 깨어나 까만 밤과 함께
다 들어와 담엔 누구 차례
한 치 앞도 볼 수 없는 막장 게릴라
경배하라 목청이 터지게
찌질한 분위기를 전환해
광기를 감추지 못하게 해
남자들의 품위 여자들의 가식
이유 모를 자신감이 볼만해
난 보란 듯이 너무나도 뻔뻔히
니 몸속에 파고드는 알러지
이상한 정신의 술렁이는 천지
오늘 여기 무법지
난 불을 질러
심장을 태워
널 미치게 하고 싶어
B I G Yea we bang like this
모두 다 같이
총 맞은 것처럼
BANG BANG BANG
BANG BANG BANG
빵야 빵야 빵야
BANG BANG BANG
BANG BANG BANG
빵야 빵야 빵야
다 꼼짝 마라 다 꼼짝 마
다 꼼짝 마라 다 꼼짝 마
오늘 밤 끝장 보자 다 끝장 봐
오늘 밤 끝장 보자
빵야 빵야 빵야
널 데려가 지금 이 순간에
새빨간 저 하늘이 춤출 때
돌고 돌아 너와 나 이곳은 Valhalla
찬양하라 더 울려 퍼지게
We go hard 불침번
밤새 달려 축지법
이 노래는 꼭지점
신이나 불러라 신점
큰 비명소리는 마성의 멜로디
검은 독기의 연결 고리
사방 팔방 오방 가서 푸는 고삐 whoo
난 불을 질러
네 심장을 태워
널 미치게 하고 싶어
B I G Yea we bang like this
모두 다 같이
총 맞은 것처럼
BANG BANG BANG
BANG BANG BANG
빵야 빵야 빵야
BANG BANG BANG
BANG BANG BANG
빵야 빵야 빵야
다 꼼짝 마라 다 꼼짝 마
다 꼼짝 마라 다 꼼짝 마
오늘 밤 끝장 보자 다 끝장 봐
오늘 밤 끝장 보자
빵야 빵야 빵야
Ready or not
Yea we don't give a what
Ready or not
Yea we don't give a what
Let’s go 남자들은 위로
여자들은 get low
당겨라 bang bang bang
let the bass drum go
남자들은 위로
여자들은 get low
당겨라 bang bang bang
let the bass drum go
let the bass drum go
let the bass drum go
bang bang bang
bang bang bang
let the bass drum go
bang bang bang
bang bang bang
let the bass drum go"
2010,2015,같은 시간 속의 너,나얼,m,s,나얼,"꼭 그러지 않아도
충분히 널 이해할 수 있어
다른 사람 곁에 서 있는 니 모습이
조금 어색하지만
다 버리지 않아도
어떻게든 이겨낼 수 있어
다른 사랑 찾아가버린 니 얼굴이
그렇게 밉진 않아
이제 우리 같은 시간 속을 남처럼
그렇게 걸으면 돼
달아나도 가지 못할 기억 안고
아무말도 하지마요
더는 안된다는거 잘 알아요
많은 날들이 아무 의미없진 않겠죠
멀어지는 바람처럼
우리 함께한 기억들을 꿈처럼
그렇게 안으면 돼
눈 감아도 잊지 못할 추억의 널 묻고
아무말도 하지마요
더는 안된다는거 잘 알아요
사랑했던 날 모두 사라지진 않겠죠
우릴 스치는 안개처럼
아무것도 묻지 않을게요
이대로 묻어둘래요 나는요
거짓말처럼 또 하루가 살아지겠죠
떨어지는
같은 시간 속의 너"
2010,2015,꺼내 먹어요,Zion.T,m,s,Zion.T,"안녕
쉽지 않죠 바쁘죠
왜 이렇게 까지
해야 하나 싶죠
바라는 게
더럽게 많죠
그렇죠
쉬고 싶죠
시끄럽죠
다 성가시죠
집에 가고 싶죠
집에 있는데도
집에 가고 싶을 거야
그럴 땐 이 노래를
초콜릿처럼 꺼내 먹어요
피곤해도 아침 점심 밥
좀 챙겨 먹어요
그러면 이따 내가 칭찬해줄게요
보고 싶어
많이 좋아해요
더 많이 안아주고 싶어요
사랑 사랑 비슷한 걸 해요
어쩌면 정말 사랑해요
배고플 땐 이 노래를
아침 사과처럼 꺼내 먹어요
피곤해도 아침 점심 밥
좀 챙겨 먹어요
그러면 이따 밤에 잠도 잘 올 거에요
힘들어요
아름다워서
알아봐줘요 나를
흘려 보내지 마요 나를
사랑해줘요 날 날
놓치지 마요"
2010,2015,이럴거면 그러지말지 (Feat. Young K),백아연,f,s,"심은지, 백아연","궁금해서 잠이 안 와
그때 왜 그랬어
구차해도 묻고 싶어
그때 난 뭐였어
나나나나 나나 나나
나만 애 탄거니
나나나나 나나 나나
난 진심인데 넌
그랬구나 그랬어
좋았는데 넌 아니었나 봐
그랬구나 그때 넌
그런 줄 모르고 나 혼자
이럴 거면 바래다주었던 그날 밤
넌 나를 안아주지 말았어야지
설렘에 밤잠 설치게 했던 그 말
그 말도 말았어야지
그러지는 말지
비겁하게 숨어버린 너를
돌아 올 거라고 믿은 내가 바보야
사랑스럽게 날 보던 네 눈빛에
빠졌던 내가 바보지
이럴 줄도 모르고
이렇게 돼 버린 이상
그냥 얘기할게
이미 떠나버린 니 맘
돌릴 순 없으니
그랬구나 그랬어
좋았는데 넌 아니었나 봐
그랬구나 그때 넌
네 생각 뿐인데 나 혼자
이럴 거면 바래다주었던 그날 밤
넌 나를 안아주지 말았어야지
설렘에 밤잠 설치게 했던 그 말
그 말도 말았어야지
이럴 줄은 몰랐어
어때 넌 어떻게 하고 싶니
지금 이 순간의 감정일지
중간에 금방 에러가 날것인지
I don’t know 하지만 내 생각엔
오래가진 못할 거 같아
너 아닌 나 때문에
이 관계는 이어지지 못해
잠 못 들어 아픈 이 새벽
잘 지내니 문자 한번쯤은 해주지
혹시나 하며 올린 우리 얘기에
좋아요 누르지 말지
괜히 기대 하게
바래다주던 그 날 밤처럼
돌아와서 포근하게 나를 안아줘
설렘에 밤잠 설치게 했던 말로
또 두근거리게 해줘
다시 날 녹여줘
이럴 거면 귀엽다고 하지 말지
그러지 말지
혼잣말만 늘어가네
전하지도 못할 말만"
2010,2014,위잉위잉,혁오 (HYUKOH),m,g,오혁,"비틀비틀 걸어가는 나의 다리
오늘도 의미없는
또 하루가 흘러가죠
사랑도 끼리끼리
하는거라 믿는 나는
좀처럼 두근두근
거릴일이 전혀없죠
위잉위잉 하루살이도
처량한 나를 비웃듯이
멀리 날아가죠
비잉비잉 돌아가는
세상도 나를 비웃듯이
계속 꿈틀대죠
Tell me Tell me Please don’t tell
차라리 듣지 못한 편이
내겐 좋을거야
Tell me Tell me Please don’t tell
차라리 보지 못한 편이
내겐 좋을거야
ai ai ai ai ai ai ai
ai ai ai ai ai ai ai
ai ai ai ai ai ai ai
ai ai ai ai ai ai
사람들 북적대는
출근길의 지하철엔
좀처럼 카드찍고
타볼일이 전혀없죠
집에서 뒹굴뒹굴
할 일없어 빈둥대는
내 모습 너무 초라해서
정말 죄송하죠
위잉위잉 하루살이도
처량한 나를 비웃듯이
멀리 날아가죠
비잉비잉 돌아가는
세상도 나를 비웃듯이
계속 꿈틀대죠
쌔앵 쌔앵 칼바람도
상처난 내 마음을
어쩌지는 못할거야
뚜욱 뚜욱 떨어지는
눈물이 언젠가는
이세상을 덮을거야
Tell me Tell me Please don’t tell
차라리 듣지 못한 편이
내겐 좋을거야
Tell me Tell me Please don’t tell
차라리 보지 못한 편이
내겐 좋을거야
Tell me Tell me Please don’t tell
차라리 느껴보지 못한 편이
좋을거야
Tell me Tell me Please don’t tell
차라리 살아보지 못한 편이
좋을거야
비틀비틀 걸어가는 나의 다리
오늘도 의미없는
또 하루가 흘러가죠
사랑도 끼리끼리
하는거라 믿는 나는
좀처럼 두근두근
거릴일이 전혀없죠
위잉위잉 하루살이도
처량한 나를
비웃듯이 멀리 날아가죠
비잉비잉 돌아가는
세상도 나를
비웃듯이 계속 꿈틀대죠"
2010,2015,LOSER,BIGBANG,m,g,"TEDDY, T.O.P, G-DRAGON","LOSER 외톨이
센 척하는 겁쟁이
못된 양아치 거울 속에 넌
JUST A LOSER 외톨이
상처뿐인 머저리
더러운 쓰레기
거울 속에 난 I'M A
솔직히 세상과 난 어울린 적 없어
홀로였던 내겐 사랑 따윈 벌써
잊혀 진지 오래 저 시간 속에
더 이상은 못 듣겠어
희망찬 사랑 노래
너나 나나 그저 길들여진 대로
각본 속에 놀아나는 슬픈 삐에로
난 멀리 와버렸어
I'M COMING HOME
이제 다시 돌아갈래
어릴 적 제자리로
언제부턴가 난 Yeah
하늘 보다 땅을 더 바라보게 돼
숨쉬기조차 힘겨워
손을 뻗지만 그 누구도
날 잡아 주질 않네 I'M A
LOSER 외톨이
센 척하는 겁쟁이
못된 양아치 거울 속에 넌
JUST A LOSER 외톨이
상처뿐인 머저리
더러운 쓰레기
거울 속에 난 I'M A
반복되는 여자들과의 내 실수
하룻밤을 사랑하고 해 뜨면 싫증
책임지지 못 할
나의 이기적인 기쁨
하나 땜에 모든 것이
망가져버린 지금
멈출 줄 모르던 나의 위험한 질주
이젠 아무런 감흥도
재미도 없는 기분
나 벼랑 끝에 혼자 있네
I'M GOING HOME
나 다시 돌아갈래
예전의 제자리로
언제부턴가 난 Yeah
사람들의 시선을 두려워만 해
우는 것조차 지겨워
웃어보지만 그 아무도
날 알아주질 않네 I'M A
LOSER 외톨이
센 척하는 겁쟁이
못된 양아치 거울 속에 넌
JUST A LOSER 외톨이
상처뿐인 머저리
더러운 쓰레기 거울 속에 난
파란 저 하늘을 원망하지 난
가끔 내려놓고 싶어져
I WANT TO SAY GOOD BYE
이 길의 끝에 방황이 끝나면
부디 후회 없는 채로
두 눈 감을 수 있길
LOSER 외톨이
센 척하는 겁쟁이
못된 양아치 거울 속에 넌
JUST A LOSER 외톨이
상처뿐인 머저리
더러운 쓰레기
거울 속에 난 I'M A
LOSER
I'M A LOSER
I'M A LOSER
I'M A LOSER"
2010,2015,BAE BAE,BIGBANG,m,g,"TEDDY, T.O.P, G-DRAGON","I'M IN LOVE
눈에 콩깍지 씌었어 BABE
하의 실종에 흰 와이셔츠 BABE
사람이야 천사야
OH JESUS BABE
눈부셔 BABE
SUNGLASS BABE
정신이 망신이야 홀렸어 네게
피가 한쪽으로 또 쏠렸어 네게
위험해
YOU'RE SO DANGEROUS BABE
살려줘 BABE
경찰 불러 BABE
BABY BABY 지금처럼만
아름다워 줄래 넌
시간이 지나도 내가 설렐 수 있게
BABY BABY 넌 시들지 마
이기적인 날 위해
그 모습 그대로
넌 그대로 여야만 해
사슴같이 예쁜 눈
나의 PRINCESS
나를 보고 비웃는 게
너무 CHIC 해
미친 거 아닐까
자연 미인 특이해 특이해
내게 완벽한 그대여
나의 MUSE 해
우리 둘이 편해 완전 살찌네
너와 몸이 완전 착착 감기네
영원히 넌 스물다섯이야 내게
변치 않아 BABE
5 X 5 BABE
BABY BABY 지금처럼만
아름다워 줄래 넌
시간이 지나도 내가 설렐 수 있게
BABY BABY 넌 시들지 마
이기적인 날 위해
그 모습 그대로
넌 그대로 여야만 해
난 예쁜 꽃을 든 남자
모든 이가 사랑할
너란 꽃을 든 남자
그대 향기에 취해
난 또 몽롱해지고
꺾이지 말아주오 제발 너만은
찹쌀떡 찹쌀떡
궁합이 우리 우리 궁합이
찹쌀떡 찹쌀떡
궁합이 우리 우리 궁합이"
2010,2015,그냥 (Just),"Zion.T, Crush",m,g,"Zion.T, Crush","내가 안쓰러워 보여
인사하는 거라면
내 마음 다칠까 걱정 말고
그냥 지나가면 돼요
Nanana 나 나나
Nananana 나나
내 마음 아플까 걱정 말고
사실 난 아무렇지도 않아
꼭 아픈 사람처럼 보여도
하고픈 이야기 너무 많았는데
결국 나 혼자 나 혼자
나 혼자서 어쩌구
사실 나는 널 좋아하지 않아
오히려 미워해 싫어해
매일 밤 홀로 누운 침대 위에서
꼭 끌어안은 이불은 추워
내가 안쓰러워 보여
다가오는 거라면
내 마음 아플까 걱정 말고
그냥 지나가면 돼요
니가 내게 무심코
뱉어댄 차가운 말들
몰래 속앓이 해 원래 당연하단 듯
어차피 안 이뤄져 뻔해 잘 알아
동정 따윈 더 이상
나 바라지도 않아
초라해지기 싫어서
나 먼저 그 자리에 일어섰네
머뭇거리지 마 나 진짜 괜찮아
아무 말 말고
뒤돌아 서서 걸어가
Nanana 나 나나
Nananana 나나
내 마음 아플까 걱정 말고
그냥 지나가면 돼요
지나가면"
2010,2014,양화대교,Zion.T,m,s,Zion.T,"우리 집에는
매일 나 홀로 있었지
아버지는 택시드라이버
어디냐고 여쭤보면 항상
양화대교
아침이면 머리맡에 놓인
별사탕에 라면땅에
새벽마다 퇴근하신 아버지
주머니를 기다리던
어린 날의 나를 기억하네
엄마 아빠 두 누나
나는 막둥이 귀염둥이
그 날의 나를 기억하네
기억하네
행복하자
우리 행복하자
아프지 말고 아프지 말고
행복하자 행복하자
아프지 말고 그래 그래
내가 돈을 버네 돈을 다 버네
엄마 백원만 했었는데
우리 엄마 아빠 또 강아지도
이젠 나를 바라보네
전화가 오네 내 어머니네
뚜루루루 아들 잘 지내니
어디냐고 물어보는 말에
나 양화대교 양화대교
엄마 행복하자
아프지 말고 좀 아프지 말고
행복하자 행복하자
아프지 말고 그래 그래
그 때는 나 어릴 때는
아무것도 몰랐네
그 다리 위를 건너가는 기분을
어디시냐고 어디냐고
여쭤보면 아버지는 항상
양화대교 양화대교
이제 나는 서있네 그 다리 위에
행복하자
우리 행복하자
아프지 말고 아프지 말고
행복하자 행복하자
아프지 말고 그래
행복하자 행복하자
아프지 말고 아프지 말고
행복하자 행복하자
아프지 말고 그래 그래"
